gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier/0,subType,scoring,shirtNumber,qualifier/1,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,qualifier/2
09:43,09:43:00,40,40,0,2,3,REGULAR,6,J. McVeigh,1,steal,391,390,,,0,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
09:43,09:43:00,40,40,0,1,3,REGULAR,5,S. Ili,1,turnover,390,,,badpass,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
09:45,09:45:00,40,40,0,1,3,REGULAR,6,J. White,1,rebound,389,388,,defensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
09:49,09:49:00,40,40,0,2,3,REGULAR,11,J. Adams,0,2pt,388,,,pullupjumpshot,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
10:00,10:00:00,40,40,0,0,3,REGULAR,0,,1,period,386,,,start,0,,,,,,,,,,,,
10:00,10:00:00,40,40,0,2,3,REGULAR,9,F. Krslovic,1,substitution,385,,,in,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
10:00,10:00:00,40,40,0,2,3,REGULAR,11,J. Adams,1,substitution,384,,,in,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
10:00,10:00:00,40,40,0,2,3,REGULAR,1,J. Weeks,1,substitution,382,,,out,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
10:00,10:00:00,40,40,0,2,3,REGULAR,3,M. Kenyon,1,substitution,383,,,in,0,1,,Matt,Kenyon,Matt,Kenyon,M,K,M,K,M. Kenyon,
10:00,10:00:00,40,40,0,2,3,REGULAR,4,J. Bairstow,1,substitution,380,,,out,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
10:00,10:00:00,40,40,0,2,3,REGULAR,2,C. Steindl,1,substitution,381,,,out,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
10:00,10:00:00,40,40,0,1,3,REGULAR,6,J. White,1,substitution,379,,,in,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
10:00,10:00:00,40,40,0,1,3,REGULAR,16,C. Agada,1,substitution,378,,,in,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
10:00,10:00:00,40,40,0,1,3,REGULAR,2,B. Newley,1,substitution,376,,,out,0,4,,Brad,Newley,Brad,Newley,B,N,B,N,B. Newley,
10:00,10:00:00,40,40,0,1,3,REGULAR,11,M. Peatling,1,substitution,377,,,out,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
00:00,00:00:00,40,40,0,0,2,REGULAR,0,,1,period,375,,confirmed,end,0,,,,,,,,,,,,
00:02,00:02:40,40,40,0,1,2,REGULAR,13,M. Dellavedova,0,3pt,371,,,jumpshot,1,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
00:23,00:23:90,40,40,0,2,2,REGULAR,12,J. Magette,1,assist,370,369,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
00:23,00:23:90,40,40,0,2,2,REGULAR,6,J. McVeigh,1,2pt,369,,pointsinthepaint,layup,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
00:49,00:49:90,40,38,2,1,2,REGULAR,11,M. Peatling,1,assist,366,365,,,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
00:49,00:49:90,40,38,2,1,2,REGULAR,13,M. Dellavedova,1,3pt,365,,2ndchance,jumpshot,1,8,fromturnover,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
00:50,00:50:40,37,38,-1,1,2,REGULAR,11,M. Peatling,1,rebound,364,363,,offensive,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
00:55,00:55:00,37,38,-1,1,2,REGULAR,5,S. Ili,0,3pt,363,,fromturnover,jumpshot,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
01:06,01:06:00,37,38,-1,2,2,REGULAR,11,J. Adams,1,substitution,360,,,out,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
01:06,01:06:00,37,38,-1,2,2,REGULAR,2,C. Steindl,1,substitution,361,,,in,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
01:06,01:06:00,37,38,-1,1,2,REGULAR,14,A. Hukporti,1,substitution,358,,,out,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
01:06,01:06:00,37,38,-1,1,2,REGULAR,10,J. Lual-Acuil Jr,1,substitution,359,,,in,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
01:06,01:06:00,37,38,-1,1,2,REGULAR,5,S. Ili,1,foulon,357,355,,,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
01:06,01:06:00,37,38,-1,2,2,REGULAR,11,J. Adams,1,turnover,356,355,,offensive,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
01:06,01:06:00,37,38,-1,2,2,REGULAR,11,J. Adams,1,foul,355,,,offensive,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
01:31,01:31:00,37,38,-1,1,2,REGULAR,13,M. Dellavedova,1,assist,353,352,,,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
01:31,01:31:00,37,38,-1,1,2,REGULAR,5,S. Ili,1,3pt,352,,,jumpshot,1,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
01:43,01:43:00,34,38,-4,2,2,REGULAR,12,J. Magette,1,assist,351,350,,,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
01:43,01:43:00,34,38,-4,2,2,REGULAR,6,J. McVeigh,1,3pt,350,,,jumpshot,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
01:55,01:55:00,34,35,-1,2,2,REGULAR,1,J. Weeks,1,rebound,349,348,,defensive,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
01:58,01:58:00,34,35,-1,1,2,REGULAR,14,A. Hukporti,0,2pt,348,,pointsinthepaint,floatingjumpshot,1,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
02:14,02:14:00,34,35,-1,1,2,REGULAR,14,A. Hukporti,1,rebound,347,346,,defensive,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
02:15,02:15:00,34,35,-1,2,2,REGULAR,11,J. Adams,0,freethrow,346,,,1of1,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
02:15,02:15:00,34,35,-1,2,2,REGULAR,8,S. McDaniel,1,substitution,343,,,out,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
02:15,02:15:00,34,35,-1,2,2,REGULAR,1,J. Weeks,1,substitution,344,,,in,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
02:15,02:15:00,34,35,-1,1,2,REGULAR,11,M. Peatling,1,substitution,342,,,in,0,22,,Mason,Peatling,Mason,Peatling,M,P,M,P,M. Peatling,
02:15,02:15:00,34,35,-1,1,2,REGULAR,13,M. Dellavedova,1,substitution,341,,,in,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
02:15,02:15:00,34,35,-1,1,2,REGULAR,9,Y. Baba,1,substitution,339,,,out,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
02:15,02:15:00,34,35,-1,1,2,REGULAR,1,D. Barlow,1,substitution,340,,,out,0,20,,David,Barlow,David,Barlow,D,B,D,B,Davidbarlow,
02:15,02:15:00,34,35,-1,2,2,REGULAR,11,J. Adams,1,foulon,338,337,,,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
02:15,02:15:00,34,35,-1,1,2,REGULAR,14,A. Hukporti,1,foul,337,,shooting,personal,0,15,1freethrow,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
02:15,02:15:00,34,35,-1,2,2,REGULAR,11,J. Adams,1,2pt,336,,pointsinthepaint,drivinglayup,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
02:20,02:20:00,34,33,1,2,2,REGULAR,8,S. McDaniel,1,rebound,334,333,,defensive,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
02:25,02:25:00,34,33,1,1,2,REGULAR,1,D. Barlow,0,3pt,333,,,jumpshot,1,20,,David,Barlow,David,Barlow,D,B,D,B,Davidbarlow,
02:38,02:38:00,34,33,1,2,2,REGULAR,11,J. Adams,1,2pt,332,,pointsinthepaint,layup,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
02:59,02:59:00,34,31,3,1,2,REGULAR,14,A. Hukporti,1,assist,331,330,,,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
02:59,02:59:00,34,31,3,1,2,REGULAR,9,Y. Baba,1,2pt,330,,fastbreak,pullupjumpshot,1,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
02:59,02:59:00,32,31,1,1,2,REGULAR,14,A. Hukporti,1,rebound,329,328,,defensive,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:05,03:05:00,32,31,1,2,2,REGULAR,4,J. Bairstow,0,2pt,328,,pointsinthepaint,fadeaway,1,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
03:29,03:29:00,32,31,1,2,2,REGULAR,6,J. McVeigh,1,rebound,327,325,,defensive,0,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
03:30,03:30:00,32,31,1,1,2,REGULAR,14,A. Hukporti,0,freethrow,325,,,2of2,1,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:30,03:30:00,32,31,1,1,2,REGULAR,14,A. Hukporti,1,freethrow,324,,,1of2,1,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:30,03:30:00,31,31,0,1,2,REGULAR,14,A. Hukporti,1,foulon,323,322,,,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:30,03:30:00,31,31,0,2,2,REGULAR,8,S. McDaniel,1,foul,322,,shooting,personal,0,30,2freethrow,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:48,03:48:00,31,31,0,2,2,REGULAR,11,J. Adams,1,freethrow,318,,fromturnover,2of2,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
03:48,03:48:00,31,30,1,2,2,REGULAR,11,J. Adams,1,freethrow,317,,fromturnover,1of2,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
03:48,03:48:00,31,29,2,2,2,REGULAR,8,S. McDaniel,1,substitution,316,,,in,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
03:48,03:48:00,31,29,2,2,2,REGULAR,4,J. Bairstow,1,substitution,315,,,in,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
03:48,03:48:00,31,29,2,2,2,REGULAR,9,F. Krslovic,1,substitution,313,,,out,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
03:48,03:48:00,31,29,2,2,2,REGULAR,2,C. Steindl,1,substitution,314,,,out,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
03:48,03:48:00,31,29,2,1,2,REGULAR,14,A. Hukporti,1,substitution,312,,,in,0,15,,Ariel,Hukporti,Ariel,Hukporti,A,H,A,H,A. Hukporti,
03:48,03:48:00,31,29,2,1,2,REGULAR,2,B. Newley,1,substitution,311,,,in,0,4,,Brad,Newley,Brad,Newley,B,N,B,N,B. Newley,
03:48,03:48:00,31,29,2,1,2,REGULAR,10,J. Lual-Acuil Jr,1,substitution,309,,,out,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
03:48,03:48:00,31,29,2,1,2,REGULAR,16,C. Agada,1,substitution,310,,,out,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
03:48,03:48:00,31,29,2,2,2,REGULAR,11,J. Adams,1,foulon,308,307,,,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
03:48,03:48:00,31,29,2,1,2,REGULAR,10,J. Lual-Acuil Jr,1,foul,307,,shooting,personal,0,0,2freethrow,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
04:06,04:06:00,31,29,2,2,2,REGULAR,9,F. Krslovic,1,steal,305,304,,,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
04:06,04:06:00,31,29,2,1,2,REGULAR,5,S. Ili,1,turnover,304,,,badpass,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:14,04:14:00,31,29,2,1,2,REGULAR,9,Y. Baba,1,rebound,303,302,,defensive,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
04:18,04:18:00,31,29,2,2,2,REGULAR,11,J. Adams,0,3pt,302,,,stepbackjumpshot,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
04:29,04:29:00,31,29,2,2,2,REGULAR,12,J. Magette,1,rebound,301,300,,defensive,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
04:31,04:31:00,31,29,2,1,2,REGULAR,16,C. Agada,0,2pt,300,,pointsinthepaint,drivinglayup,1,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
04:46,04:46:00,31,29,2,2,2,REGULAR,6,J. McVeigh,1,freethrow,298,,2ndchance,2of2,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
04:46,04:46:00,31,28,3,2,2,REGULAR,6,J. McVeigh,1,freethrow,297,,2ndchance,1of2,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
04:46,04:46:00,31,27,4,2,2,REGULAR,6,J. McVeigh,1,foulon,296,295,,,0,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
04:46,04:46:00,31,27,4,1,2,REGULAR,1,D. Barlow,1,foul,295,,2freethrow,personal,0,20,,David,Barlow,David,Barlow,D,B,D,B,Davidbarlow,
04:46,04:46:00,31,27,4,1,2,REGULAR,5,S. Ili,1,substitution,294,,,in,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
04:46,04:46:00,31,27,4,1,2,REGULAR,1,D. Barlow,1,substitution,293,,,in,0,20,,David,Barlow,David,Barlow,D,B,D,B,Davidbarlow,
04:46,04:46:00,31,27,4,1,2,REGULAR,13,M. Dellavedova,1,substitution,291,,,out,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
04:46,04:46:00,31,27,4,1,2,REGULAR,6,J. White,1,substitution,292,,,out,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
04:46,04:46:00,31,27,4,2,2,REGULAR,9,F. Krslovic,1,foulon,290,289,,,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
04:46,04:46:00,31,27,4,1,2,REGULAR,16,C. Agada,1,foul,289,,,personal,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
04:46,04:46:00,31,27,4,2,2,REGULAR,0,,1,rebound,288,287,team,offensive,0,,,,,,,,,,,,
04:46,04:46:00,31,27,4,2,2,REGULAR,6,J. McVeigh,0,2pt,287,,pointsinthepaint,floatingjumpshot,1,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
05:10,05:10:00,31,27,4,1,2,REGULAR,16,C. Agada,1,2pt,285,,pointsinthepaint,layup,1,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
05:24,05:24:00,29,27,2,2,2,REGULAR,11,J. Adams,1,2pt,284,,fromturnover,drivinglayup,1,14,pointsinthepaint,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
05:45,05:45:00,29,25,4,1,2,REGULAR,16,C. Agada,1,turnover,282,,,outofbounds,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
05:50,05:50:00,29,25,4,1,2,REGULAR,6,J. White,1,rebound,280,279,,defensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
05:53,05:53:00,29,25,4,2,2,REGULAR,11,J. Adams,0,3pt,279,,fromturnover,jumpshot,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:17,06:17:00,29,25,4,1,2,REGULAR,10,J. Lual-Acuil Jr,1,turnover,277,,,badpass,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
06:19,06:19:00,29,25,4,1,2,REGULAR,0,,1,rebound,272,271,team,offensive,0,,,,,,,,,,,,
06:19,06:19:00,29,25,4,1,2,REGULAR,9,Y. Baba,0,2pt,271,,pointsinthepaint,drivinglayup,1,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
06:22,06:22:00,29,25,4,1,2,REGULAR,9,Y. Baba,1,rebound,269,268,,defensive,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
06:26,06:26:00,29,25,4,2,2,REGULAR,12,J. Magette,0,2pt,268,,pointsinthepaint,pullupjumpshot,1,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
06:35,06:35:00,29,25,4,2,2,REGULAR,9,F. Krslovic,1,rebound,267,266,,defensive,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
06:39,06:39:00,29,25,4,1,2,REGULAR,16,C. Agada,0,3pt,266,,,jumpshot,1,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
06:52,06:52:00,29,25,4,1,2,REGULAR,6,J. White,1,rebound,265,263,,defensive,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
06:53,06:53:00,29,25,4,2,2,REGULAR,11,J. Adams,0,freethrow,263,,,2of2,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:53,06:53:00,29,25,4,2,2,REGULAR,11,J. Adams,1,freethrow,262,,,1of2,1,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:53,06:53:00,29,24,5,2,2,REGULAR,8,S. McDaniel,1,substitution,260,,,out,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
06:53,06:53:00,29,24,5,2,2,REGULAR,2,C. Steindl,1,substitution,261,,,in,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
06:53,06:53:00,29,24,5,2,2,REGULAR,11,J. Adams,1,foulon,259,258,,,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
06:53,06:53:00,29,24,5,1,2,REGULAR,6,J. White,1,foul,258,,shooting,personal,0,14,2freethrow,Jack,White,Jack,White,J,W,J,W,J. White,
07:13,07:13:00,29,24,5,2,2,REGULAR,0,,1,timeout,254,,,full,0,,,,,,,,,,,,
07:19,07:19:00,29,24,5,1,2,REGULAR,13,M. Dellavedova,1,assist,255,250,,,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
07:19,07:19:00,29,24,5,1,2,REGULAR,10,J. Lual-Acuil Jr,1,2pt,250,,pointsinthepaint,dunk,1,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
07:27,07:27:00,27,24,3,1,2,REGULAR,13,M. Dellavedova,1,rebound,249,248,,defensive,0,8,,Matthew,Dellavedova,Matthew,Dellavedova,M,D,M,D,M. Dellavedova,
07:29,07:29:00,27,24,3,2,2,REGULAR,6,J. McVeigh,0,2pt,248,,2ndchance,hookshot,1,9,pointsinthepaint,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
07:36,07:36:00,27,24,3,2,2,REGULAR,11,J. Adams,1,substitution,246,,,in,0,14,,Josh,Adams,Josh,Adams,J,A,J,A,J. Adams,
07:36,07:36:00,27,24,3,2,2,REGULAR,12,J. Magette,1,substitution,245,,,in,0,2,,Josh,Magette,Josh,Magette,J,M,J,M,J. Magette,
07:36,07:36:00,27,24,3,2,2,REGULAR,2,C. Steindl,1,substitution,243,,,out,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
07:36,07:36:00,27,24,3,2,2,REGULAR,1,J. Weeks,1,substitution,244,,,out,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
07:36,07:36:00,27,24,3,1,2,REGULAR,5,S. Ili,1,substitution,241,,,out,0,51,,Shea,Ili,Shea,Ili,S,I,S,I,Shili_,
07:36,07:36:00,27,24,3,1,2,REGULAR,9,Y. Baba,1,substitution,242,,,in,0,18,,Yudai,Baba,Yudai,Baba,Y,B,Y,B,Y. Baba,
07:36,07:36:00,27,24,3,2,2,REGULAR,2,C. Steindl,1,foulon,240,239,,,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
07:36,07:36:00,27,24,3,1,2,REGULAR,16,C. Agada,1,foul,239,,,personal,0,7,,Caleb,Agada,Caleb,Agada,C,A,C,A,C. Agada,
07:36,07:36:00,27,24,3,2,2,REGULAR,0,,1,rebound,238,237,team,offensive,0,,,,,,,,,,,,
07:36,07:36:00,27,24,3,2,2,REGULAR,9,F. Krslovic,0,3pt,237,,,jumpshot,1,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
07:55,07:55:00,27,24,3,1,2,REGULAR,6,J. White,1,2pt,235,,pointsinthepaint,drivinglayup,1,14,,Jack,White,Jack,White,J,W,J,W,J. White,
08:00,08:00:00,25,24,1,1,2,REGULAR,10,J. Lual-Acuil Jr,1,foulon,233,232,,,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
08:00,08:00:00,25,24,1,2,2,REGULAR,8,S. McDaniel,1,foul,232,,,personal,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
08:12,08:12:00,25,24,1,1,2,REGULAR,0,,1,timeout,227,,,full,0,,,,,,,,,,,,
08:15,08:15:00,25,24,1,2,2,REGULAR,2,C. Steindl,1,assist,226,224,,,0,35,,Clint,Steindl,Clint,Steindl,C,S,C,S,C. Steindl,
08:15,08:15:00,25,24,1,2,2,REGULAR,1,J. Weeks,1,3pt,224,,fromturnover,jumpshot,1,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
08:33,08:33:00,25,21,4,2,2,REGULAR,8,S. McDaniel,1,steal,223,222,,,0,30,,Sam,Mcdaniel,Sam,McDaniel,S,M,S,M,S. Mcdaniel,
08:33,08:33:00,25,21,4,1,2,REGULAR,6,J. White,1,turnover,222,,,badpass,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
08:37,08:37:00,25,21,4,2,2,REGULAR,1,J. Weeks,1,turnover,219,,,ballhandling,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
08:40,08:40:00,25,21,4,2,2,REGULAR,1,J. Weeks,1,steal,217,216,,,0,97,,Jarrad,Weeks,Jarrad,Weeks,J,W,J,W,Weeksy_11,
08:40,08:40:00,25,21,4,1,2,REGULAR,10,J. Lual-Acuil Jr,1,turnover,216,,,ballhandling,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
08:58,08:58:00,25,21,4,2,2,REGULAR,14,M. McIntosh,1,substitution,213,,,out,0,0,,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
08:58,08:58:00,25,21,4,2,2,REGULAR,9,F. Krslovic,1,substitution,214,,,in,0,20,,Fabijan,Krslovic,Fabijan,Krslovic,F,K,F,K,F. Krslovic,
08:58,08:58:00,25,21,4,1,2,REGULAR,10,J. Lual-Acuil Jr,1,foulon,212,210,,,0,0,,Jo,Lual-Acuil Jr,Jo,Lual-Acuil Jr,J,L,J,L,J. Lual-Acuil Jr,
08:58,08:58:00,25,21,4,2,2,REGULAR,14,M. McIntosh,1,turnover,211,210,,offensive,0,0,,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
08:58,08:58:00,25,21,4,2,2,REGULAR,14,M. McIntosh,1,foul,210,,,offensive,0,0,,Mikyle,Mcintosh,MiKyle,McIntosh,M,M,M,M,M. Mcintosh,
09:03,09:03:00,25,21,4,2,2,REGULAR,4,J. Bairstow,1,substitution,206,,,out,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
09:03,09:03:00,25,21,4,2,2,REGULAR,6,J. McVeigh,1,substitution,207,,,in,0,9,,Jack,Mcveigh,Jack,McVeigh,J,M,J,M,Jackmctrey1,
09:03,09:03:00,25,21,4,2,2,REGULAR,4,J. Bairstow,1,foulon,205,204,,,0,21,,Jarred,Bairstow,Jarred,Bairstow,J,B,J,B,J. Bairstow,
09:03,09:03:00,25,21,4,1,2,REGULAR,6,J. White,1,foul,204,,,personal,0,14,,Jack,White,Jack,White,J,W,J,W,J. White,
